=== Run information ===

Scheme:       weka.classifiers.trees.RandomForest -P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1
Relation:     letter
Instances:    16000
Attributes:   17
              x-box
              y-box
              width
              high
              onpix
              x-bar
              y-bar
              x2bar
              y2bar
              xybar
              x2ybr
              xy2br
              x-ege
              xegvy
              y-ege
              yegvx
              class
Test mode:    10-fold cross-validation

=== Classifier model (full training set) ===

RandomForest

Bagging with 100 iterations and base learner

weka.classifiers.trees.RandomTree -K 0 -M 1.0 -V 0.001 -S 1 -do-not-check-capabilities

Time taken to build model: 9.4 seconds

=== Predictions on test data ===

    inst#     actual  predicted error prediction
     1026       25:Y       25:Y       1 
     1027       25:Y       25:Y       1 
     1028       25:Y       25:Y       0.93 
     1029       25:Y       25:Y       1 
     1030       25:Y       25:Y       0.84 
     1031       25:Y       25:Y       1 
     1032       25:Y       25:Y       0.62 
     1033       25:Y       25:Y       1 
     1034        9:I        9:I       1 
     1035        9:I        9:I       1 
     1036        9:I        9:I       1 
     1037        9:I        9:I       1 
     1038        9:I        9:I       1 
     1039        9:I        9:I       1 
     1040        9:I        9:I       1 
     1041        9:I        9:I       1 
     1042        9:I        9:I       1 
     1043        9:I        9:I       1 
     1044        9:I        9:I       1 
     1045        9:I        9:I       0.24 
     1046        9:I        9:I       1 
     1047        9:I        9:I       0.99 
     1048        9:I        9:I       0.9 
     1049        9:I        9:I       0.47 
     1050        9:I        9:I       1 
     1051        9:I        9:I       1 
     1052        9:I        9:I       1 
     1053        9:I        9:I       1 
     1054        9:I        9:I       1 
     1055        9:I        9:I       1 
     1056        9:I        9:I       0.7 
     1057        9:I       10:J   +   0.44 
     1058        9:I        9:I       1 
     1059        9:I        9:I       1 
     1060        9:I        9:I       0.28 
     1061        9:I        9:I       1 
     1062        9:I        9:I       1 
     1063        9:I        9:I       1 
     1064        9:I        9:I       1 
     1065        9:I        9:I       0.91 
     1066        9:I        9:I       1 
     1067        9:I        9:I       1 
     1068        9:I        9:I       1 
     1069        9:I        9:I       1 
     1070        9:I        9:I       1 
     1071        9:I        9:I       1 
     1072        9:I        9:I       1 
     1073        9:I        9:I       0.73 
     1074        9:I        9:I       0.31 
     1075        9:I        9:I       1 
     1076        9:I        9:I       1 
     1077        9:I        9:I       1 
     1078        9:I        9:I       0.79 
     1079        9:I        9:I       1 
     1080        9:I        9:I       0.96 
     1081        9:I        9:I       1 
     1082        9:I        9:I       1 
     1083        9:I        9:I       1 
     1084        9:I        9:I       1 
     1085        9:I        9:I       1 
     1086        9:I        9:I       1 
     1087        9:I        9:I       1 
     1088        9:I        9:I       0.98 
     1089        9:I        9:I       1 
     1090        9:I        9:I       0.97 
     1091        9:I        9:I       0.71 
     1092        9:I        9:I       0.24 
     1093        9:I        9:I       1 
     1094        9:I        9:I       1 
     1095       10:J       10:J       0.96 
     1096       10:J       10:J       0.98 
     1097       10:J       10:J       1 
     1098       10:J       10:J       0.61 
     1099       10:J       10:J       0.43 
     1100       10:J       10:J       0.42 
     1101       10:J       10:J       1 
     1102       10:J       10:J       0.93 
     1103       10:J       10:J       0.47 
     1104       10:J       10:J       0.97 
     1105       10:J        9:I   +   0.55 
     1106       10:J       10:J       1 
     1107       10:J       10:J       1 
     1108       10:J       10:J       1 
     1109       10:J       10:J       1 
     1110       10:J       10:J       0.89 
     1111       10:J       10:J       0.86 
     1112       10:J       10:J       1 
     1113       10:J        9:I   +   0.26 
     1114       10:J       10:J       1 
     1115       10:J       10:J       0.96 
     1116       10:J       10:J       0.34 
     1117       10:J       10:J       0.99 
     1118       10:J       10:J       1 
     1119       10:J       10:J       1 
     1120       10:J       10:J       0.94 
     1121       10:J       10:J       0.99 
     1122       10:J       10:J       0.93 
     1123       10:J       10:J       0.35 
     1124       10:J       10:J       0.94 
     1125       10:J       10:J       0.84 
     1126       10:J       10:J       0.99 
     1127       10:J       10:J       0.98 
     1128       10:J       10:J       0.48 
     1129       10:J       10:J       0.98 
     1130       10:J       10:J       1 
     1131       10:J       10:J       1 
     1132       10:J       10:J       1 
     1133       10:J       10:J       0.75 
     1134       10:J       10:J       1 
     1135       10:J       10:J       1 
     1136       10:J       10:J       0.4 
     1137       10:J       10:J       0.99 
     1138       10:J       10:J       0.99 
     1139       10:J       10:J       1 
     1140       10:J       10:J       1 
     1141       10:J       10:J       0.98 
     1142       10:J       10:J       0.96 
     1143       10:J       24:X   +   0.19 
     1144       10:J       10:J       0.96 
     1145       10:J       10:J       0.99 
     1146       10:J       10:J       0.63 
     1147       10:J       10:J       0.42 
     1148       10:J       10:J       1 
     1149       10:J       10:J       0.99 
     1150       10:J       10:J       0.98 
     1151       10:J       10:J       1 
     1152       10:J       10:J       1 
     1153       10:J       10:J       1 
     1154       10:J       10:J       1 
     1155       10:J       10:J       0.82 
     1156       10:J       10:J       0.67 
     1157       21:U       21:U       0.66 
     1158       21:U       21:U       0.99 
     1159       21:U       21:U       1 
     1160       21:U        8:H   +   0.3 
     1161       21:U       21:U       0.66 
     1162       21:U       21:U       0.99 
     1163       21:U       21:U       1 
     1164       21:U       21:U       0.61 
     1165       21:U       21:U       0.83 
     1166       21:U       21:U       0.83 
     1167       21:U       21:U       0.94 
     1168       21:U       15:O   +   0.39 
     1169       21:U       21:U       0.99 
     1170       21:U       21:U       1 
     1171       21:U       21:U       0.77 
     1172       21:U       13:M   +   0.43 
     1173       21:U       21:U       0.92 
     1174       21:U       21:U       0.57 
     1175       21:U       21:U       0.86 
     1176       21:U       21:U       0.47 
     1177       21:U       21:U       0.29 
     1178       21:U       22:V   +   0.26 
     1179       21:U       21:U       1 
     1180       21:U       21:U       0.98 
     1181       21:U       21:U       0.65 
     1182       21:U       21:U       0.82 
     1183       21:U       21:U       1 
     1184       21:U       21:U       1 
     1185       21:U       21:U       1 
     1186       21:U       21:U       1 
     1187       21:U       21:U       1 
     1188       21:U       21:U       0.3 
     1189       21:U       21:U       1 
     1190       21:U       21:U       1 
     1191       21:U       21:U       1 
     1192       21:U       21:U       0.78 
     1193       21:U       21:U       0.7 
     1194       21:U       21:U       1 
     1195       21:U       21:U       1 
     1196       21:U       21:U       0.85 
     1197       21:U       21:U       1 
     1198       21:U       21:U       0.93 
     1199       21:U       21:U       0.78 
     1200       21:U       21:U       0.56 
     1201       21:U       21:U       0.99 
     1202       21:U       21:U       1 
     1203       21:U       21:U       0.91 
     1204       21:U       21:U       0.73 
     1205       21:U       21:U       0.64 
     1206       21:U       21:U       0.61 
     1207       21:U       21:U       0.57 
     1208       21:U       21:U       0.98 
     1209       21:U       13:M   +   0.42 
     1210       21:U       21:U       0.5 
     1211       21:U       14:N   +   0.22 
     1212       21:U       15:O   +   0.37 
     1213       21:U       21:U       1 
     1214       21:U       21:U       1 
     1215       21:U       21:U       0.8 
     1216       21:U       21:U       0.43 
     1217       21:U       21:U       0.79 
     1218       21:U       21:U       1 
     1219       21:U       21:U       1 
